,x,y,id,location_code,location,gene,gene_ensembl_id,cell_line,Uniprot
241,0.53253776,-4.866972,21536_187_B7_2,0 2 12 25,"Nucleoplasm,Nucleoli,Actin fil.,Cytosol",LRCH1,ENSG00000136141,A-431,Q9Y2L9 C9J5B8 C9JWE0
244,-1.7307291,5.5746045,44504_767_E3_4,0 2 19 22,"Nucleoplasm,Nucleoli,Centrosome,C. Junctions",DCAF13,ENSG00000164934,MCF7,Q9NV06 A0A087WT20 A0A087X1F8 B3KME9 E5RHM4
253,1.0096548,-4.3968,19592_116_H10_2,0 2 21 25,"Nucleoplasm,Nucleoli,PM,Cytosol",S100A13,ENSG00000189171,A-431,Q99584
259,0.42925438,3.1461527,19592_116_H10_1,0 2 21 25,"Nucleoplasm,Nucleoli,PM,Cytosol",S100A13,ENSG00000189171,A-431,Q99584
260,-0.43559757,3.2450325,44610_545_D6_1,0 7 13 25,"Nucleoplasm,Golgi app.,F. a. sites,Cytosol",ARL2,ENSG00000213465,U-251 MG,P36404
261,-1.7596765,5.647997,44504_767_E3_3,0 2 19 22,"Nucleoplasm,Nucleoli,Centrosome,C. Junctions",DCAF13,ENSG00000164934,MCF7,Q9NV06 A0A087WT20 A0A087X1F8 B3KME9 E5RHM4
263,-6.872093,0.83642715,28710_1721_C7_7_cr5800bd94930a7,2 4 21 26,"Nucleoli,N. speckles,PM,C. bodies",IPCEF1,ENSG00000074706,CACO-2,Q8WWN9 A0A2Q2T6B6 E5RGB6 E5RGN6 E5RJQ7 E5RK08
314,5.2275476,4.949379,31234_1457_D8_7,0 2 11 25,"Nucleoplasm,Nucleoli,Int. fil.,Cytosol",TSSC1,ENSG00000032389,U-2 OS,Q53HC9 A8MUM1 C9J0U9 C9JVR6 D3YTH5 F8WB12 F8WDS8 F8WDX0
323,5.2736406,4.980019,31234_1457_D8_6,0 2 11 25,"Nucleoplasm,Nucleoli,Int. fil.,Cytosol",TSSC1,ENSG00000032389,U-2 OS,Q53HC9 A8MUM1 C9J0U9 C9JVR6 D3YTH5 F8WB12 F8WDS8 F8WDX0
345,0.00825804,-4.289672,51294_884_G12_4,0 2 14 25,"Nucleoplasm,Nucleoli,Microtubules,Cytosol",ENSA,ENSG00000143420,U-2 OS,O43768 A0A1W2PRU0 A6NMQ3 Q5T5H1
346,0.03478768,-4.1966934,51294_884_G12_3,0 2 14 25,"Nucleoplasm,Nucleoli,Microtubules,Cytosol",ENSA,ENSG00000143420,U-2 OS,O43768 A0A1W2PRU0 A6NMQ3 Q5T5H1
349,0.5696392,1.9982681,21309_369_F8_1,0 2 21 25,"Nucleoplasm,Nucleoli,PM,Cytosol",ZNF276,ENSG00000158805,A-431,Q8N554 H3BPJ6 H3BPT7 H3BTK0 H3BTT0
350,0.6238479,1.857051,21309_369_F8_2,0 2 21 25,"Nucleoplasm,Nucleoli,PM,Cytosol",ZNF276,ENSG00000158805,A-431,Q8N554 H3BPJ6 H3BPT7 H3BTK0 H3BTT0
356,0.72416794,2.3382635,2600_637_H7_5,0 2 21 25,"Nucleoplasm,Nucleoli,PM,Cytosol",S100A2,ENSG00000196754,U-2 OS,P29034 Q5RHS7 R4GN49
358,0.81947935,2.496438,2600_637_H7_4,0 2 21 25,"Nucleoplasm,Nucleoli,PM,Cytosol",S100A2,ENSG00000196754,U-2 OS,P29034 Q5RHS7 R4GN49
372,-1.3776218,-5.170713,3647_20_C11_1,0 2 19 25,"Nucleoplasm,Nucleoli,Centrosome,Cytosol",DNAL4,ENSG00000100246,U-2 OS,O96015 B0QXZ5
374,-3.1192887,3.5670178,3647_21_C11_2,0 2 19 25,"Nucleoplasm,Nucleoli,Centrosome,Cytosol",DNAL4,ENSG00000100246,A-431,O96015 B0QXZ5
379,0.29193825,-4.6256146,3647_20_C11_2,0 2 19 25,"Nucleoplasm,Nucleoli,Centrosome,Cytosol",DNAL4,ENSG00000100246,U-2 OS,O96015 B0QXZ5
381,-3.1545312,3.5957534,3647_21_C11_1,0 2 19 25,"Nucleoplasm,Nucleoli,Centrosome,Cytosol",DNAL4,ENSG00000100246,A-431,O96015 B0QXZ5
403,-0.12242643,-4.487998,40857_542_G1_1,0 2 11 16,"Nucleoplasm,Nucleoli,Int. fil.,Cyt. bridge",TGDS,ENSG00000088451,U-2 OS,O95455
405,-0.11420834,-4.5065765,40857_542_G1_2,0 2 11 16,"Nucleoplasm,Nucleoli,Int. fil.,Cyt. bridge",TGDS,ENSG00000088451,U-2 OS,O95455
414,0.48113024,-4.7218533,15247_131_C3_1,-1 0 2 25,"Unknow,Nucleoplasm,Nucleoli,Cytosol",GPRC5B,ENSG00000167191,A-431,Q9NZH0 H3BN33 H3BQV9 H3BSJ1 H3BT47 H3BT93
415,5.2006598,-1.4152327,15247_131_C3_2,-1 0 2 25,"Unknow,Nucleoplasm,Nucleoli,Cytosol",GPRC5B,ENSG00000167191,A-431,Q9NZH0 H3BN33 H3BQV9 H3BSJ1 H3BT47 H3BT93
439,0.18660478,-4.352367,38625_1331_B3_1,-1 0 2 21,"Unknow,Nucleoplasm,Nucleoli,PM",PCDHGA2,ENSG00000081853,BJ,Q9Y5H1
441,-2.4493232,2.9480708,38625_1331_B3_2,-1 0 2 21,"Unknow,Nucleoplasm,Nucleoli,PM",PCDHGA2,ENSG00000081853,BJ,Q9Y5H1
443,0.13192691,2.6669428,61382_1282_A3_2,0 2 21 25,"Nucleoplasm,Nucleoli,PM,Cytosol",NFX1,ENSG00000086102,HeLa,Q12986
444,0.055508506,-3.9662876,61382_1282_A3_1,0 2 21 25,"Nucleoplasm,Nucleoli,PM,Cytosol",NFX1,ENSG00000086102,HeLa,Q12986
458,5.3219414,4.76325,29666_369_G12_1,0 2 11 25,"Nucleoplasm,Nucleoli,Int. fil.,Cytosol",MDN1,ENSG00000112159,A-431,Q9NU22 M0QXR3 Q5T795
459,5.28231,4.797022,29666_369_G12_2,0 2 11 25,"Nucleoplasm,Nucleoli,Int. fil.,Cytosol",MDN1,ENSG00000112159,A-431,Q9NU22 M0QXR3 Q5T795
475,0.86000293,-1.6060467,44610_545_D6_2,0 7 13 25,"Nucleoplasm,Golgi app.,F. a. sites,Cytosol",ARL2,ENSG00000213465,U-251 MG,P36404
479,0.7599886,-4.51562,38487_436_H6_7,0 2 21 25,"Nucleoplasm,Nucleoli,PM,Cytosol",RRP8,ENSG00000132275,A-431,O43159 E9PPP6 E9PPY3 E9PS87
487,0.64400876,-4.301755,38487_436_H6_6,0 2 21 25,"Nucleoplasm,Nucleoli,PM,Cytosol",RRP8,ENSG00000132275,A-431,O43159 E9PPP6 E9PPY3 E9PS87
600,1.2299597,-2.6827152,27208_508_H11_1,0 2 7 25,"Nucleoplasm,Nucleoli,Golgi app.,Cytosol",GORAB,ENSG00000120370,U-251 MG,Q5T7V8 R4GMT2
671,3.1189206,5.718137,16685_639_H2_2,14 21 25,"Microtubules,PM,Cytosol",IRAK4,ENSG00000198001,A-431,Q9NWZ3 A0A0R4J2F4 F8VR40 F8VVZ1 F8VW24
673,3.0603774,5.645403,16685_639_H2_3,14 21 25,"Microtubules,PM,Cytosol",IRAK4,ENSG00000198001,A-431,Q9NWZ3 A0A0R4J2F4 F8VR40 F8VVZ1 F8VW24
676,1.4121693,-1.2282844,27208_548_H11_2,0 2 7 25,"Nucleoplasm,Nucleoli,Golgi app.,Cytosol",GORAB,ENSG00000120370,A-431,Q5T7V8 R4GMT2
677,1.4649824,-1.1650822,27208_548_H11_1,0 2 7 25,"Nucleoplasm,Nucleoli,Golgi app.,Cytosol",GORAB,ENSG00000120370,A-431,Q5T7V8 R4GMT2
678,1.213488,-2.8476815,27208_508_H11_2,0 2 7 25,"Nucleoplasm,Nucleoli,Golgi app.,Cytosol",GORAB,ENSG00000120370,U-251 MG,Q5T7V8 R4GMT2
681,0.62234557,-3.6312227,27208_505_H11_3,0 2 7 25,"Nucleoplasm,Nucleoli,Golgi app.,Cytosol",GORAB,ENSG00000120370,U-2 OS,Q5T7V8 R4GMT2
682,0.92736155,-3.3733914,27208_505_H11_2,0 2 7 25,"Nucleoplasm,Nucleoli,Golgi app.,Cytosol",GORAB,ENSG00000120370,U-2 OS,Q5T7V8 R4GMT2
716,2.7655535,2.546757,63350_1233_E4_7,-1 21 25,"Unknow,PM,Cytosol",TMEM108,ENSG00000144868,SH-SY5Y,Q6UXF1 B3KT64 D6R911 D6R9I6 D6RFH6 D6RGJ9 D6RIE1 E9PB58
717,1.7173707,2.573471,63350_1233_E4_5,-1 21 25,"Unknow,PM,Cytosol",TMEM108,ENSG00000144868,SH-SY5Y,Q6UXF1 B3KT64 D6R911 D6R9I6 D6RFH6 D6RGJ9 D6RIE1 E9PB58
825,1.3513094,-1.4068298,58216_1331_H6_2,0 2 7 25,"Nucleoplasm,Nucleoli,Golgi app.,Cytosol",DNMBP,ENSG00000107554,BJ,Q6XZF7 A0A1B0GTX1 A0A1C7CYY6
826,1.339074,-1.5755574,58216_1331_H6_3,0 2 7 25,"Nucleoplasm,Nucleoli,Golgi app.,Cytosol",DNMBP,ENSG00000107554,BJ,Q6XZF7 A0A1B0GTX1 A0A1C7CYY6
868,3.398482,-6.9172535,6024_1704_B1_1_cr5811e29350250,0 1 2 25,"Nucleoplasm,N. membrane,Nucleoli,Cytosol",CDK4,ENSG00000135446,MCF7,P11802 F8VTV8 F8VWX7 F8VXD2 F8VYH9 F8VYY1 F8VZ13 F8VZ51 F8VZZ0 F8W1L8 Q96BE9
869,3.1891925,-6.911633,6024_1704_B1_17_cr5811e2a081c3a,0 1 2 25,"Nucleoplasm,N. membrane,Nucleoli,Cytosol",CDK4,ENSG00000135446,MCF7,P11802 F8VTV8 F8VWX7 F8VXD2 F8VYH9 F8VYY1 F8VZ13 F8VZ51 F8VZZ0 F8W1L8 Q96BE9
1023,0.946429,-4.6407633,34600_383_D2_2,2 5 6 25,"Nucleoli,N. bodies,ER,Cytosol",RPL4,ENSG00000174444,U-251 MG,P36578 H3BM89 H3BTP7 H3BU31
1025,0.9906808,-4.6027827,34600_383_D2_1,2 5 6 25,"Nucleoli,N. bodies,ER,Cytosol",RPL4,ENSG00000174444,U-251 MG,P36578 H3BM89 H3BTP7 H3BU31
1091,0.6445937,-4.365568,39867_1061_B2_4,0 2 7 21,"Nucleoplasm,Nucleoli,Golgi app.,PM",SIPA1,ENSG00000213445,HeLa,Q96FS4 E9PIB3 F6RY50
1102,0.626522,-4.391907,39867_1061_B2_3,0 2 7 21,"Nucleoplasm,Nucleoli,Golgi app.,PM",SIPA1,ENSG00000213445,HeLa,Q96FS4 E9PIB3 F6RY50
1157,1.0234513,-5.1188374,42820_496_C10_4,0 1 2 23,"Nucleoplasm,N. membrane,Nucleoli,Mitochondria",CMSS1,ENSG00000184220,U-251 MG,Q9BQ75 C9IY68 C9J384 F8WC72 H7C515
1158,0.9545454,-5.13357,42820_496_C10_1,0 1 2 23,"Nucleoplasm,N. membrane,Nucleoli,Mitochondria",CMSS1,ENSG00000184220,U-251 MG,Q9BQ75 C9IY68 C9J384 F8WC72 H7C515
1198,2.9714122,-6.4781795,36817_428_F5_1,1 2 7 25,"N. membrane,Nucleoli,Golgi app.,Cytosol",NBAS,ENSG00000151779,U-251 MG,A2RRP1 C9JCM7 H0Y5G7 H7BZR3 H7BZU5 H7C007 H7C1U4 H7C1Y9
1202,3.5872855,-7.02165,30673_366_E4_1,0 1 2 25,"Nucleoplasm,N. membrane,Nucleoli,Cytosol",SAMD15,ENSG00000100583,U-2 OS,Q9P1V8 G3V2Z3
1203,3.551292,-7.0476522,30673_366_E4_2,0 1 2 25,"Nucleoplasm,N. membrane,Nucleoli,Cytosol",SAMD15,ENSG00000100583,U-2 OS,Q9P1V8 G3V2Z3
1255,3.0130455,-6.5237303,36817_428_F5_2,1 2 7 25,"N. membrane,Nucleoli,Golgi app.,Cytosol",NBAS,ENSG00000151779,U-251 MG,A2RRP1 C9JCM7 H0Y5G7 H7BZR3 H7BZU5 H7C007 H7C1U4 H7C1Y9
1262,3.3552036,2.526516,34600_376_D2_3,2 5 6 25,"Nucleoli,N. bodies,ER,Cytosol",RPL4,ENSG00000174444,U-2 OS,P36578 H3BM89 H3BTP7 H3BU31
1267,1.2812439,-4.458058,34600_376_D2_2,2 5 6 25,"Nucleoli,N. bodies,ER,Cytosol",RPL4,ENSG00000174444,U-2 OS,P36578 H3BM89 H3BTP7 H3BU31
1330,-0.404698,1.3066587,49829_805_H8_1,0 24 25,"Nucleoplasm,Aggresome,Cytosol",SALL1,ENSG00000103449,HEK 293,Q9NSC2 H3BQ32 H3BSM9
1331,-0.25457093,1.369534,49829_805_H8_2,0 24 25,"Nucleoplasm,Aggresome,Cytosol",SALL1,ENSG00000103449,HEK 293,Q9NSC2 H3BQ32 H3BSM9
1355,0.9727075,-4.4691024,61710_1248_B12_2,2 21 25,"Nucleoli,PM,Cytosol",CCDC24,ENSG00000159214,A-431,Q8N4L8 V9GY72 V9GYB9 V9GYE2 V9GYM6
1395,0.90007955,-4.4179397,62820_1191_C10_2,-1 2 25,"Unknow,Nucleoli,Cytosol",C15orf61,ENSG00000189227,U-2 OS,A6NNL5 H0YN13
1396,0.80650103,-4.5013247,62820_1191_C10_1,-1 2 25,"Unknow,Nucleoli,Cytosol",C15orf61,ENSG00000189227,U-2 OS,A6NNL5 H0YN13
1483,1.7561362,2.9968321,39717_1502_D12_3,2 22 25,"Nucleoli,C. Junctions,Cytosol",PYM1,ENSG00000170473,MCF7,Q9BRP8 F8VT68 F8VXH2 G3V5P2 H0YJW5
1487,1.7678605,2.976317,39717_1502_D12_2,2 22 25,"Nucleoli,C. Junctions,Cytosol",PYM1,ENSG00000170473,MCF7,Q9BRP8 F8VT68 F8VXH2 G3V5P2 H0YJW5
1551,3.530267,5.9885354,22077_621_E10_2,2 14 25,"Nucleoli,Microtubules,Cytosol",IRAK4,ENSG00000198001,A-431,Q9NWZ3 A0A0R4J2F4 F8VR40 F8VVZ1 F8VW24
1553,3.4031823,5.4185195,22077_612_E10_1,2 14 25,"Nucleoli,Microtubules,Cytosol",IRAK4,ENSG00000198001,U-251 MG,Q9NWZ3 A0A0R4J2F4 F8VR40 F8VVZ1 F8VW24
1555,3.4611568,5.7016826,22077_612_E10_2,2 14 25,"Nucleoli,Microtubules,Cytosol",IRAK4,ENSG00000198001,U-251 MG,Q9NWZ3 A0A0R4J2F4 F8VR40 F8VVZ1 F8VW24
1559,3.4809053,5.6169286,22077_615_E10_1,2 14 25,"Nucleoli,Microtubules,Cytosol",IRAK4,ENSG00000198001,U-2 OS,Q9NWZ3 A0A0R4J2F4 F8VR40 F8VVZ1 F8VW24
1560,3.4677272,5.64581,22077_615_E10_2,2 14 25,"Nucleoli,Microtubules,Cytosol",IRAK4,ENSG00000198001,U-2 OS,Q9NWZ3 A0A0R4J2F4 F8VR40 F8VVZ1 F8VW24
1566,3.5676095,6.369283,22077_621_E10_5,2 14 25,"Nucleoli,Microtubules,Cytosol",IRAK4,ENSG00000198001,A-431,Q9NWZ3 A0A0R4J2F4 F8VR40 F8VVZ1 F8VW24
1626,0.9213223,-4.347193,61710_1248_B12_1,2 21 25,"Nucleoli,PM,Cytosol",CCDC24,ENSG00000159214,A-431,Q8N4L8 V9GY72 V9GYB9 V9GYE2 V9GYM6
1629,4.795952,-1.0444825,19006_157_F9_1,0 23 25,"Nucleoplasm,Mitochondria,Cytosol",ACADVL,ENSG00000072778,U-2 OS,P49748 G3V1M7 J3KS89 J3KSR4 J3QKU9 J3QRJ8 J9JID6 K7EJW8 K7EMF8 K7EQP4
1630,5.3206306,-1.2301803,19006_157_F9_2,0 23 25,"Nucleoplasm,Mitochondria,Cytosol",ACADVL,ENSG00000072778,U-2 OS,P49748 G3V1M7 J3KS89 J3KSR4 J3QKU9 J3QRJ8 J9JID6 K7EJW8 K7EMF8 K7EQP4
1643,0.29508832,2.54965,19592_117_H10_1,0 21 25,"Nucleoplasm,PM,Cytosol",S100A13,ENSG00000189171,U-2 OS,Q99584
1711,-0.023232458,4.245789,40375_1773_F4_12,2 19 21,"Nucleoli,Centrosome,PM",CKAP5,ENSG00000175216,U-2 OS,Q14008 E9PQH5 H0YCF6 H0YDX5 H0YEK7
1712,0.9331659,-4.360057,40375_1773_F4_5,2 19 21,"Nucleoli,Centrosome,PM",CKAP5,ENSG00000175216,U-2 OS,Q14008 E9PQH5 H0YCF6 H0YDX5 H0YEK7
1715,0.9616062,-4.3749986,40375_523_G6_1,2 19 21,"Nucleoli,Centrosome,PM",CKAP5,ENSG00000175216,A-431,Q14008 E9PQH5 H0YCF6 H0YDX5 H0YEK7
1716,0.8891535,2.705508,40375_523_G6_2,2 19 21,"Nucleoli,Centrosome,PM",CKAP5,ENSG00000175216,A-431,Q14008 E9PQH5 H0YCF6 H0YDX5 H0YEK7
1755,-1.5935032,-6.229439,51836_787_F5_8,2 21 25,"Nucleoli,PM,Cytosol",PAFAH1B2,ENSG00000168092,HeLa,P68402 J3KNE3
1757,0.62037987,3.0047114,51836_787_F5_7,2 21 25,"Nucleoli,PM,Cytosol",PAFAH1B2,ENSG00000168092,HeLa,P68402 J3KNE3
1850,1.871349,2.1242535,6499_42_H7_1,2 21 25,"Nucleoli,PM,Cytosol",PFDN1,ENSG00000113068,A-431,O60925 D6RGG5 E5RGS4
1851,1.0478373,-4.3357005,6499_42_H7_2,2 21 25,"Nucleoli,PM,Cytosol",PFDN1,ENSG00000113068,A-431,O60925 D6RGG5 E5RGS4
1921,-2.060212,3.154017,65970_1324_E1_1,2 19 21,"Nucleoli,Centrosome,PM",KCNB2,ENSG00000182674,HaCaT,Q92953
1922,0.2807779,-4.356421,65970_1324_E1_4,2 19 21,"Nucleoli,Centrosome,PM",KCNB2,ENSG00000182674,HaCaT,Q92953
1925,0.33360356,-4.3708706,65970_1325_E1_1,2 16 21,"Nucleoli,Cyt. bridge,PM",KCNB2,ENSG00000182674,U-2 OS,Q92953
1928,0.3241841,-4.401082,65970_1325_E1_2,2 16 21,"Nucleoli,Cyt. bridge,PM",KCNB2,ENSG00000182674,U-2 OS,Q92953
1929,2.3529994,7.598015,65970_1578_A5_3,2 16 21,"Nucleoli,Cyt. bridge,PM",KCNB2,ENSG00000182674,HEK 293,Q92953
1930,2.3666382,7.559285,65970_1578_A5_4,2 16 21,"Nucleoli,Cyt. bridge,PM",KCNB2,ENSG00000182674,HEK 293,Q92953
1950,2.340049,1.4620054,6308_11_G8_1,2 21 25,"Nucleoli,PM,Cytosol",DDAH1,ENSG00000153904,A-431,O94760 B4DYP1
1962,0.787814,2.7722585,6308_11_G8_2,2 21 25,"Nucleoli,PM,Cytosol",DDAH1,ENSG00000153904,A-431,O94760 B4DYP1
1971,0.8990747,-4.955449,21536_188_B7_1,2 12 25,"Nucleoli,Actin fil.,Cytosol",LRCH1,ENSG00000136141,U-2 OS,Q9Y2L9 C9J5B8 C9JWE0
1972,0.9558215,-5.1398673,21536_188_B7_2,2 12 25,"Nucleoli,Actin fil.,Cytosol",LRCH1,ENSG00000136141,U-2 OS,Q9Y2L9 C9J5B8 C9JWE0
1993,0.31520516,2.818759,19592_117_H10_2,0 21 25,"Nucleoplasm,PM,Cytosol",S100A13,ENSG00000189171,U-2 OS,Q99584
2053,2.841462,4.623226,33836_924_H10_2,6 14 25,"ER,Microtubules,Cytosol",DYNC1I2,ENSG00000077380,U-251 MG,Q13409 E7EMU4 E7EQL5 E7EQU2 E7ERH4 E7ERR6 E7ESD3 E7ET01 E7ETL8 E7EU01 E7EUM4 E7EV09 E9PGG1
2092,2.6977696,4.4150844,33836_924_H10_1,6 14 25,"ER,Microtubules,Cytosol",DYNC1I2,ENSG00000077380,U-251 MG,Q13409 E7EMU4 E7EQL5 E7EQU2 E7ERH4 E7ERR6 E7ESD3 E7ET01 E7ETL8 E7EU01 E7EUM4 E7EV09 E9PGG1
2115,-1.6550243,-6.575338,63350_1417_C11_2,3 21 25,"N. fibrillar c.,PM,Cytosol",TMEM108,ENSG00000144868,RH-30,Q6UXF1 B3KT64 D6R911 D6R9I6 D6RFH6 D6RGJ9 D6RIE1 E9PB58
2116,-1.6443018,-6.6119957,63350_1417_C11_1,3 21 25,"N. fibrillar c.,PM,Cytosol",TMEM108,ENSG00000144868,RH-30,Q6UXF1 B3KT64 D6R911 D6R9I6 D6RFH6 D6RGJ9 D6RIE1 E9PB58
2146,-1.5763884,-6.2560062,40412_534_D5_1,2 21 25,"Nucleoli,PM,Cytosol",SPG11,ENSG00000104133,U-2 OS,Q96JI7 A0A075B718 C4B7M2 H0YK24 H0YKC1 H0YKY8 H0YLK0 H0YLK7 H0YLR8 H0YM73 H0YN34 H0YN96
2149,-1.5504315,-6.2066545,40412_534_D5_2,2 21 25,"Nucleoli,PM,Cytosol",SPG11,ENSG00000104133,U-2 OS,Q96JI7 A0A075B718 C4B7M2 H0YK24 H0YKC1 H0YKY8 H0YLK0 H0YLK7 H0YLR8 H0YM73 H0YN34 H0YN96
2159,0.97221464,-5.149237,28276_286_A11_5,2 12 21,"Nucleoli,Actin fil.,PM",HELZ,ENSG00000198265,U-2 OS,P42694 A0A075B6R3 J3KS59 J3KT20 J3QRR8 J3QS41
2160,0.75594777,6.140764,28276_284_A11_2,2 12 21,"Nucleoli,Actin fil.,PM",HELZ,ENSG00000198265,U-251 MG,P42694 A0A075B6R3 J3KS59 J3KT20 J3QRR8 J3QS41
2161,0.9192029,-5.0966015,28276_284_A11_1,2 12 21,"Nucleoli,Actin fil.,PM",HELZ,ENSG00000198265,U-251 MG,P42694 A0A075B6R3 J3KS59 J3KT20 J3QRR8 J3QS41
2163,5.961094,-2.6937935,28252_1773_C12_8,2 18 23,"Nucleoli,MTOC,Mitochondria",CEP85,ENSG00000130695,U-2 OS,Q6P2H3 H7BZW2
2164,5.955215,-2.7599008,28252_1773_C12_3,2 18 23,"Nucleoli,MTOC,Mitochondria",CEP85,ENSG00000130695,U-2 OS,Q6P2H3 H7BZW2
2177,0.99413717,-5.134975,28276_286_A11_4,2 12 21,"Nucleoli,Actin fil.,PM",HELZ,ENSG00000198265,U-2 OS,P42694 A0A075B6R3 J3KS59 J3KT20 J3QRR8 J3QS41
2203,4.001289,0.25156987,27914_275_E6_2,2 23 25,"Nucleoli,Mitochondria,Cytosol",HINT3,ENSG00000111911,U-2 OS,Q9NQE9
2204,3.8852632,0.49137172,27914_275_E6_1,2 23 25,"Nucleoli,Mitochondria,Cytosol",HINT3,ENSG00000111911,U-2 OS,Q9NQE9
2205,5.9310966,-2.8503344,27914_274_E6_2,2 23 25,"Nucleoli,Mitochondria,Cytosol",HINT3,ENSG00000111911,A-431,Q9NQE9
2206,5.934674,-2.8689976,27914_274_E6_1,2 23 25,"Nucleoli,Mitochondria,Cytosol",HINT3,ENSG00000111911,A-431,Q9NQE9
2207,1.1089052,-4.113743,27914_273_E6_2,2 23 25,"Nucleoli,Mitochondria,Cytosol",HINT3,ENSG00000111911,U-251 MG,Q9NQE9
2208,1.0338356,-4.193459,27914_273_E6_1,2 23 25,"Nucleoli,Mitochondria,Cytosol",HINT3,ENSG00000111911,U-251 MG,Q9NQE9
2311,4.9952116,4.8361645,28507_284_G12_2,2 11 25,"Nucleoli,Int. fil.,Cytosol",ZNF678,ENSG00000181450,U-251 MG,Q5SXM1 B1APK8 V9GYU6
2312,1.1131172,-4.477457,28507_284_G12_1,2 11 25,"Nucleoli,Int. fil.,Cytosol",ZNF678,ENSG00000181450,U-251 MG,Q5SXM1 B1APK8 V9GYU6
2372,0.6147705,-4.541435,45335_847_H11_1,2 21 25,"Nucleoli,PM,Cytosol",FANCG,ENSG00000221829,U-2 OS,O15287 C9JSE3 F8WC08
2373,0.99286234,-4.3872476,45335_847_H11_2,2 21 25,"Nucleoli,PM,Cytosol",FANCG,ENSG00000221829,U-2 OS,O15287 C9JSE3 F8WC08
2507,0.6050793,-4.570708,29471_277_A10_2,2 21 25,"Nucleoli,PM,Cytosol",ATP13A3,ENSG00000133657,U-251 MG,Q9H7F0 A0A2R8Y635 A0A2R8YDN7 C9JAP7 H7C1U7
2508,0.56519955,-4.671598,29471_277_A10_1,2 21 25,"Nucleoli,PM,Cytosol",ATP13A3,ENSG00000133657,U-251 MG,Q9H7F0 A0A2R8Y635 A0A2R8YDN7 C9JAP7 H7C1U7
2509,0.79156494,-4.7824936,29471_264_A10_2,2 21 25,"Nucleoli,PM,Cytosol",ATP13A3,ENSG00000133657,U-2 OS,Q9H7F0 A0A2R8Y635 A0A2R8YDN7 C9JAP7 H7C1U7
