,x,y,id,location_code,location,gene,gene_ensembl_id,cell_line,Uniprot
97,-0.38899937,3.5571778,69824_1752_A10_2_cr5804d8ab17e20,0 21 22 25,"Nucleoplasm,PM,C. Junctions,Cytosol",SCHIP1,ENSG00000151967,HUVEC TERT2,P0DPB3 C9JWG6 F8WDG0
116,-0.338047,4.0693564,69824_1752_A10_18_cr5804d8b501042,0 21 22 25,"Nucleoplasm,PM,C. Junctions,Cytosol",SCHIP1,ENSG00000151967,HUVEC TERT2,P0DPB3 C9JWG6 F8WDG0
167,0.15797675,3.5294008,27613_290_B12_2,5 21 22 25,"N. bodies,PM,C. Junctions,Cytosol",S100A14,ENSG00000189334,A-431,Q9HCY8
170,0.47474626,3.5110884,27613_290_B12_1,5 21 22 25,"N. bodies,PM,C. Junctions,Cytosol",S100A14,ENSG00000189334,A-431,Q9HCY8
171,0.17107227,5.2813773,27613_1207_H4_3,5 21 22 25,"N. bodies,PM,C. Junctions,Cytosol",S100A14,ENSG00000189334,MCF7,Q9HCY8
172,0.13443488,5.224506,27613_1207_H4_1,5 21 22 25,"N. bodies,PM,C. Junctions,Cytosol",S100A14,ENSG00000189334,MCF7,Q9HCY8
175,-1.2448705,1.6819205,9656_68_A8_1,0 12 21 25,"Nucleoplasm,Actin fil.,PM,Cytosol",ZNF174,ENSG00000103343,U-251 MG,Q15697 I3L2H2
176,-1.1604159,1.7928636,9656_68_A8_2,0 12 21 25,"Nucleoplasm,Actin fil.,PM,Cytosol",ZNF174,ENSG00000103343,U-251 MG,Q15697 I3L2H2
340,5.2467694,-1.0080435,69824_1373_C8_3,0 5 22 25,"Nucleoplasm,N. bodies,C. Junctions,Cytosol",SCHIP1,ENSG00000151967,SH-SY5Y,P0DPB3 C9JWG6 F8WDG0
341,-3.6067896,-4.2403297,69824_1373_C8_2,0 5 22 25,"Nucleoplasm,N. bodies,C. Junctions,Cytosol",SCHIP1,ENSG00000151967,SH-SY5Y,P0DPB3 C9JWG6 F8WDG0
360,-3.6817884,-3.4298627,27612_290_E11_1,0 5 19 25,"Nucleoplasm,N. bodies,Centrosome,Cytosol",ID2,ENSG00000115738,A-431,Q02363
361,-2.510781,3.210735,27612_290_E11_2,0 5 19 25,"Nucleoplasm,N. bodies,Centrosome,Cytosol",ID2,ENSG00000115738,A-431,Q02363
364,0.42876604,3.5327652,28494_291_F4_1,0 5 21 25,"Nucleoplasm,N. bodies,PM,Cytosol",TRMT13,ENSG00000122435,A-431,Q9NUP7 Q5VVK9 Q5VVL2
365,0.9290368,2.7875826,28494_291_F4_2,0 5 21 25,"Nucleoplasm,N. bodies,PM,Cytosol",TRMT13,ENSG00000122435,A-431,Q9NUP7 Q5VVK9 Q5VVL2
373,-3.8553112,-3.475957,49484_790_A8_1,-1 0 5 25,"Unknow,Nucleoplasm,N. bodies,Cytosol",RSBN1,ENSG00000081019,U-251 MG,Q5VWQ0 A0A087WWP8 A0A0C4DGT8 A0A0C4DH79
385,-3.4796968,-0.2358834,49484_777_A8_3,-1 0 5 16,"Unknow,Nucleoplasm,N. bodies,Cyt. bridge",RSBN1,ENSG00000081019,U-2 OS,Q5VWQ0 A0A087WWP8 A0A0C4DGT8 A0A0C4DH79
410,-0.41628268,2.3411207,22035_246_C10_2,0 5 21 25,"Nucleoplasm,N. bodies,PM,Cytosol",CRTC1,ENSG00000105662,U-251 MG,Q6UUV9 M0QX46 M0QXN6
412,0.24831429,3.3234255,22035_187_C10_1,0 5 21 25,"Nucleoplasm,N. bodies,PM,Cytosol",CRTC1,ENSG00000105662,A-431,Q6UUV9 M0QX46 M0QXN6
413,0.0207534,3.2648013,22035_187_C10_2,0 5 21 25,"Nucleoplasm,N. bodies,PM,Cytosol",CRTC1,ENSG00000105662,A-431,Q6UUV9 M0QX46 M0QXN6
417,0.041399952,2.59437,22035_246_C10_1,0 5 21 25,"Nucleoplasm,N. bodies,PM,Cytosol",CRTC1,ENSG00000105662,U-251 MG,Q6UUV9 M0QX46 M0QXN6
424,2.248845,7.627828,59516_1259_B7_2,-1 0 5 16,"Unknow,Nucleoplasm,N. bodies,Cyt. bridge",EAF1,ENSG00000144597,CACO-2,Q96JC9 F8WFA5
425,2.3169675,7.7633653,59516_1259_B7_4,-1 0 5 16,"Unknow,Nucleoplasm,N. bodies,Cyt. bridge",EAF1,ENSG00000144597,CACO-2,Q96JC9 F8WFA5
440,-1.5885006,0.5531198,42052_489_E9_3,0 5 21 25,"Nucleoplasm,N. bodies,PM,Cytosol",C14orf79,ENSG00000140104,A-431,Q96F83 F8VUA8 H0YHP6 J3KPM0 J3KRA4
445,-3.7018647,-3.39423,42052_489_E9_1,0 5 21 25,"Nucleoplasm,N. bodies,PM,Cytosol",C14orf79,ENSG00000140104,A-431,Q96F83 F8VUA8 H0YHP6 J3KPM0 J3KRA4
450,2.1942046,7.532947,49484_777_A8_2,-1 0 5 16,"Unknow,Nucleoplasm,N. bodies,Cyt. bridge",RSBN1,ENSG00000081019,U-2 OS,Q5VWQ0 A0A087WWP8 A0A0C4DGT8 A0A0C4DH79
451,-3.8555777,-3.5635035,49484_790_A8_2,-1 0 5 25,"Unknow,Nucleoplasm,N. bodies,Cytosol",RSBN1,ENSG00000081019,U-251 MG,Q5VWQ0 A0A087WWP8 A0A0C4DGT8 A0A0C4DH79
453,-0.83091533,3.8525627,42123_813_E8_2,0 5 21 25,"Nucleoplasm,N. bodies,PM,Cytosol",SUMO4,ENSG00000177688,A-431,Q6EEV6
454,-0.8089443,3.8837414,42123_813_E8_4,0 5 21 25,"Nucleoplasm,N. bodies,PM,Cytosol",SUMO4,ENSG00000177688,A-431,Q6EEV6
571,0.96306914,-4.3797946,61763_1135_E5_2,0 2 5 25,"Nucleoplasm,Nucleoli,N. bodies,Cytosol",HES6,ENSG00000144485,Hep G2,Q96HZ4 B8ZZP9 B9A070 C9JF41 H7C020 H7C1R4
590,0.82168245,-4.4972577,61763_1135_E5_1,0 2 5 25,"Nucleoplasm,Nucleoli,N. bodies,Cytosol",HES6,ENSG00000144485,Hep G2,Q96HZ4 B8ZZP9 B9A070 C9JF41 H7C020 H7C1R4
630,0.91931164,5.9423375,1644_63_G1_1,12 21 25,"Actin fil.,PM,Cytosol",MYH9,ENSG00000100345,A-431,P35579 B1AH99 Q5BKV1
644,0.919586,6.307998,1644_63_G1_2,12 21 25,"Actin fil.,PM,Cytosol",MYH9,ENSG00000100345,A-431,P35579 B1AH99 Q5BKV1
648,0.8107146,5.640015,1644_93_G1_2,12 21 25,"Actin fil.,PM,Cytosol",MYH9,ENSG00000100345,U-251 MG,P35579 B1AH99 Q5BKV1
649,0.80805093,5.684637,1644_93_G1_1,12 21 25,"Actin fil.,PM,Cytosol",MYH9,ENSG00000100345,U-251 MG,P35579 B1AH99 Q5BKV1
787,-2.3078997,-5.1048646,62359_1227_C10_1,0 3 5 26,"Nucleoplasm,N. fibrillar c.,N. bodies,C. bodies",TMEM62,ENSG00000137842,A-431,Q0P6H9 H3BN45 H3BPP8 H3BPV2 H3BQZ2 H3BRA3 H3BTT1 H3BU73 H3BVF7
788,-3.214226,-4.5071635,62359_1227_C10_4,0 3 5 26,"Nucleoplasm,N. fibrillar c.,N. bodies,C. bodies",TMEM62,ENSG00000137842,A-431,Q0P6H9 H3BN45 H3BPP8 H3BPV2 H3BQZ2 H3BRA3 H3BTT1 H3BU73 H3BVF7
789,-2.4643533,-5.0613465,62359_1271_C10_2,0 3 5 26,"Nucleoplasm,N. fibrillar c.,N. bodies,C. bodies",TMEM62,ENSG00000137842,U-2 OS,Q0P6H9 H3BN45 H3BPP8 H3BPV2 H3BQZ2 H3BRA3 H3BTT1 H3BU73 H3BVF7
794,-2.227462,-5.176581,62359_1271_C10_3,0 3 5 26,"Nucleoplasm,N. fibrillar c.,N. bodies,C. bodies",TMEM62,ENSG00000137842,U-2 OS,Q0P6H9 H3BN45 H3BPP8 H3BPV2 H3BQZ2 H3BRA3 H3BTT1 H3BU73 H3BVF7
825,1.3513094,-1.4068298,58216_1331_H6_2,0 2 7 25,"Nucleoplasm,Nucleoli,Golgi app.,Cytosol",DNMBP,ENSG00000107554,BJ,Q6XZF7 A0A1B0GTX1 A0A1C7CYY6
826,1.339074,-1.5755574,58216_1331_H6_3,0 2 7 25,"Nucleoplasm,Nucleoli,Golgi app.,Cytosol",DNMBP,ENSG00000107554,BJ,Q6XZF7 A0A1B0GTX1 A0A1C7CYY6
849,5.4211216,-1.1576302,71701_1367_C10_2,0 2 5 23,"Nucleoplasm,Nucleoli,N. bodies,Mitochondria",RAB38,ENSG00000123892,U-2 OS,P57729 H0YDB7 H0YEA4
944,5.457377,-1.176847,71701_1367_C10_1,0 2 5 23,"Nucleoplasm,Nucleoli,N. bodies,Mitochondria",RAB38,ENSG00000123892,U-2 OS,P57729 H0YDB7 H0YEA4
970,-0.89553565,5.356196,28412_1327_F7_3,21 22 25,"PM,C. Junctions,Cytosol",EPB41,ENSG00000159023,Hep G2,P11171 A0A1B0GWG0 A0A2R8Y420 A0A2R8Y4N6 A0A2R8Y570 A0A2R8Y5C8 A0A2R8Y5G2 A0A2R8Y5Z6 A0A2R8Y6D0 A0A2R8Y6G5 A0A2R8Y6T6 A0A2R8Y783 A0A2R8Y7N0 A0A2R8Y7Y3 A0A2R8YCW8 A0A2R8YD30 A0A2R8YFR9 A0A2R8YFU8 A0A2U3TZH6 A0A3B3ITC5 A0A3B3ITP0 A0A3B3IU06 A0A3B3IUD6
972,-0.6412544,5.202882,28412_1327_F7_1,21 22 25,"PM,C. Junctions,Cytosol",EPB41,ENSG00000159023,Hep G2,P11171 A0A1B0GWG0 A0A2R8Y420 A0A2R8Y4N6 A0A2R8Y570 A0A2R8Y5C8 A0A2R8Y5G2 A0A2R8Y5Z6 A0A2R8Y6D0 A0A2R8Y6G5 A0A2R8Y6T6 A0A2R8Y783 A0A2R8Y7N0 A0A2R8Y7Y3 A0A2R8YCW8 A0A2R8YD30 A0A2R8YFR9 A0A2R8YFU8 A0A2U3TZH6 A0A3B3ITC5 A0A3B3ITP0 A0A3B3IU06 A0A3B3IUD6
1002,-1.0574334,5.4364543,28412_1039_E2_3,21 22 25,"PM,C. Junctions,Cytosol",EPB41,ENSG00000159023,HEK 293,P11171 A0A1B0GWG0 A0A2R8Y420 A0A2R8Y4N6 A0A2R8Y570 A0A2R8Y5C8 A0A2R8Y5G2 A0A2R8Y5Z6 A0A2R8Y6D0 A0A2R8Y6G5 A0A2R8Y6T6 A0A2R8Y783 A0A2R8Y7N0 A0A2R8Y7Y3 A0A2R8YCW8 A0A2R8YD30 A0A2R8YFR9 A0A2R8YFU8 A0A2U3TZH6 A0A3B3ITC5 A0A3B3ITP0 A0A3B3IU06 A0A3B3IUD6
1003,-1.2042118,5.4590917,28412_1039_E2_2,21 22 25,"PM,C. Junctions,Cytosol",EPB41,ENSG00000159023,HEK 293,P11171 A0A1B0GWG0 A0A2R8Y420 A0A2R8Y4N6 A0A2R8Y570 A0A2R8Y5C8 A0A2R8Y5G2 A0A2R8Y5Z6 A0A2R8Y6D0 A0A2R8Y6G5 A0A2R8Y6T6 A0A2R8Y783 A0A2R8Y7N0 A0A2R8Y7Y3 A0A2R8YCW8 A0A2R8YD30 A0A2R8YFR9 A0A2R8YFU8 A0A2U3TZH6 A0A3B3ITC5 A0A3B3ITP0 A0A3B3IU06 A0A3B3IUD6
1023,0.946429,-4.6407633,34600_383_D2_2,2 5 6 25,"Nucleoli,N. bodies,ER,Cytosol",RPL4,ENSG00000174444,U-251 MG,P36578 H3BM89 H3BTP7 H3BU31
1025,0.9906808,-4.6027827,34600_383_D2_1,2 5 6 25,"Nucleoli,N. bodies,ER,Cytosol",RPL4,ENSG00000174444,U-251 MG,P36578 H3BM89 H3BTP7 H3BU31
1189,5.238995,-0.19859612,29786_1573_F1_3,-1 23 25,"Unknow,Mitochondria,Cytosol",ZBED2,ENSG00000177494,HaCaT,Q9BTP6
1193,5.1830997,-0.21680701,29786_1573_F1_7,-1 23 25,"Unknow,Mitochondria,Cytosol",ZBED2,ENSG00000177494,HaCaT,Q9BTP6
1262,3.3552036,2.526516,34600_376_D2_3,2 5 6 25,"Nucleoli,N. bodies,ER,Cytosol",RPL4,ENSG00000174444,U-2 OS,P36578 H3BM89 H3BTP7 H3BU31
1267,1.2812439,-4.458058,34600_376_D2_2,2 5 6 25,"Nucleoli,N. bodies,ER,Cytosol",RPL4,ENSG00000174444,U-2 OS,P36578 H3BM89 H3BTP7 H3BU31
1379,-4.072259,-4.521696,55211_1576_D4_1,5 19 25,"N. bodies,Centrosome,Cytosol",IVL,ENSG00000163207,HaCaT,P07476
1398,-3.9561017,-4.082841,55211_1576_D4_4,5 19 25,"N. bodies,Centrosome,Cytosol",IVL,ENSG00000163207,HaCaT,P07476
1490,0.4426697,2.937028,19044_116_G10_2,0 21 25,"Nucleoplasm,PM,Cytosol",CFLAR,ENSG00000003402,A-431,O15519 A0A0A0MR92 C9J408 C9J4Q0 C9JSU3 C9JV51 E9PAP3 F8WBH9 M0QY57 M0QYM0 M0R1A8
1497,0.47445694,2.6870992,19044_116_G10_1,0 21 25,"Nucleoplasm,PM,Cytosol",CFLAR,ENSG00000003402,A-431,O15519 A0A0A0MR92 C9J408 C9J4Q0 C9JSU3 C9JV51 E9PAP3 F8WBH9 M0QY57 M0QYM0 M0R1A8
1501,-2.8703601,3.229746,67348_1754_F5_18_cr57f3e8e3bb370,0 18 25,"Nucleoplasm,MTOC,Cytosol",ITGB1BP1,ENSG00000119185,U-2 OS,O14713 A8MPU2 C9IZZ8 C9J0J6 C9J5T5 C9J6Y2 C9JBU8 C9JZ07 F8WF20 G3V1A3
1510,0.7738551,2.79326,19044_115_G10_2,0 21 25,"Nucleoplasm,PM,Cytosol",CFLAR,ENSG00000003402,U-251 MG,O15519 A0A0A0MR92 C9J408 C9J4Q0 C9JSU3 C9JV51 E9PAP3 F8WBH9 M0QY57 M0QYM0 M0R1A8
1524,0.50128996,1.8764801,19044_115_G10_1,0 21 25,"Nucleoplasm,PM,Cytosol",CFLAR,ENSG00000003402,U-251 MG,O15519 A0A0A0MR92 C9J408 C9J4Q0 C9JSU3 C9JV51 E9PAP3 F8WBH9 M0QY57 M0QYM0 M0R1A8
1612,1.1380249,2.5865667,19044_117_G10_1,0 21 25,"Nucleoplasm,PM,Cytosol",CFLAR,ENSG00000003402,U-2 OS,O15519 A0A0A0MR92 C9J408 C9J4Q0 C9JSU3 C9JV51 E9PAP3 F8WBH9 M0QY57 M0QYM0 M0R1A8
1624,1.1278706,2.6202517,19044_117_G10_2,0 21 25,"Nucleoplasm,PM,Cytosol",CFLAR,ENSG00000003402,U-2 OS,O15519 A0A0A0MR92 C9J408 C9J4Q0 C9JSU3 C9JV51 E9PAP3 F8WBH9 M0QY57 M0QYM0 M0R1A8
1821,0.48178336,5.552796,64783_1685_C7_4,5 12 21,"N. bodies,Actin fil.,PM",MYH9,ENSG00000100345,A-431,P35579 B1AH99 Q5BKV1
1834,0.47705847,5.518916,64783_1685_C7_1,5 12 21,"N. bodies,Actin fil.,PM",MYH9,ENSG00000100345,A-431,P35579 B1AH99 Q5BKV1
2049,0.079075724,3.9505732,20027_117_B11_2,5 21 25,"N. bodies,PM,Cytosol",RAPH1,ENSG00000173166,U-2 OS,Q70E73 C9J0R8 C9J164 C9JLG4 C9K0J5
2050,0.20889285,3.9308608,20027_117_B11_1,5 21 25,"N. bodies,PM,Cytosol",RAPH1,ENSG00000173166,U-2 OS,Q70E73 C9J0R8 C9J164 C9JLG4 C9K0J5
2052,-3.7929692,-4.7538414,20027_115_B11_2,5 21 25,"N. bodies,PM,Cytosol",RAPH1,ENSG00000173166,U-251 MG,Q70E73 C9J0R8 C9J164 C9JLG4 C9K0J5
2054,-3.7847922,-4.6959267,20027_115_B11_1,5 21 25,"N. bodies,PM,Cytosol",RAPH1,ENSG00000173166,U-251 MG,Q70E73 C9J0R8 C9J164 C9JLG4 C9K0J5
2319,-0.008816885,2.7559054,28494_546_F4_2,0 21 25,"Nucleoplasm,PM,Cytosol",TRMT13,ENSG00000122435,U-251 MG,Q9NUP7 Q5VVK9 Q5VVL2
2320,0.10537594,2.7031703,28494_546_F4_1,0 21 25,"Nucleoplasm,PM,Cytosol",TRMT13,ENSG00000122435,U-251 MG,Q9NUP7 Q5VVK9 Q5VVL2
2321,0.3765809,3.2392044,28494_254_F4_2,0 21 25,"Nucleoplasm,PM,Cytosol",TRMT13,ENSG00000122435,U-2 OS,Q9NUP7 Q5VVK9 Q5VVL2
2322,0.16677733,3.2445738,28494_254_F4_1,0 21 25,"Nucleoplasm,PM,Cytosol",TRMT13,ENSG00000122435,U-2 OS,Q9NUP7 Q5VVK9 Q5VVL2
2459,-6.176359,1.3033035,27444_291_F3_2,5 21 25,"N. bodies,PM,Cytosol",FAS,ENSG00000026103,A-431,P25445 A0A087WTM9 H7C5Z8 K9J972
2460,-6.1884785,1.3781922,27444_291_F3_1,5 21 25,"N. bodies,PM,Cytosol",FAS,ENSG00000026103,A-431,P25445 A0A087WTM9 H7C5Z8 K9J972
2674,-0.6318899,2.698815,41814_813_C6_3,0 21 25,"Nucleoplasm,PM,Cytosol",INTS12,ENSG00000138785,A-431,Q96CB8 A0A087WXN4 A0A1B0GX90 C9J0M6 C9JDP3 D6R9W3 D6R9Y5 E9PGI3
2675,-0.5376468,2.6063137,41814_813_C6_1,0 21 25,"Nucleoplasm,PM,Cytosol",INTS12,ENSG00000138785,A-431,Q96CB8 A0A087WXN4 A0A1B0GX90 C9J0M6 C9JDP3 D6R9W3 D6R9Y5 E9PGI3
2700,-5.762443,0.85901314,41814_758_C6_2,0 21 25,"Nucleoplasm,PM,Cytosol",INTS12,ENSG00000138785,U-2 OS,Q96CB8 A0A087WXN4 A0A1B0GX90 C9J0M6 C9JDP3 D6R9W3 D6R9Y5 E9PGI3
2729,-5.560893,0.8532291,41814_758_C6_1,0 21 25,"Nucleoplasm,PM,Cytosol",INTS12,ENSG00000138785,U-2 OS,Q96CB8 A0A087WXN4 A0A1B0GX90 C9J0M6 C9JDP3 D6R9W3 D6R9Y5 E9PGI3
2836,5.709123,-1.3418393,24011_1207_A5_5,0 22 23,"Nucleoplasm,C. Junctions,Mitochondria",DEPTOR,ENSG00000155792,MCF7,Q8TB45
2837,5.5943503,-1.1468291,24011_1207_A5_3,0 22 23,"Nucleoplasm,C. Junctions,Mitochondria",DEPTOR,ENSG00000155792,MCF7,Q8TB45
2956,0.82365745,4.1510315,24205_224_D10_2,0 15 25,"Nucleoplasm,M. ends,Cytosol",KIF18B,ENSG00000186185,U-251 MG,Q86Y91 A0A494BYR6
2957,1.3449876,2.544982,24205_224_D10_1,0 15 25,"Nucleoplasm,M. ends,Cytosol",KIF18B,ENSG00000186185,U-251 MG,Q86Y91 A0A494BYR6
3005,-0.25471124,3.0493617,23313_194_H8_2,0 21 25,"Nucleoplasm,PM,Cytosol",GSDMA,ENSG00000167914,U-2 OS,Q96QA5 J3KRG2
3006,-0.1392147,3.1439247,23313_194_H8_1,0 21 25,"Nucleoplasm,PM,Cytosol",GSDMA,ENSG00000167914,U-2 OS,Q96QA5 J3KRG2
3010,-0.604967,2.4997854,23313_192_H8_2,0 21 25,"Nucleoplasm,PM,Cytosol",GSDMA,ENSG00000167914,U-251 MG,Q96QA5 J3KRG2
3032,-0.5424683,2.68434,23313_192_H8_1,0 21 25,"Nucleoplasm,PM,Cytosol",GSDMA,ENSG00000167914,U-251 MG,Q96QA5 J3KRG2
3094,-0.054279782,2.8337498,41172_836_A2_3,5 21 25,"N. bodies,PM,Cytosol",PGRMC2,ENSG00000164040,A-431,O15173 U3KPU8 U3KQ70 U3KQM0
3097,1.1566626,3.130319,41172_836_A2_5,5 21 25,"N. bodies,PM,Cytosol",PGRMC2,ENSG00000164040,A-431,O15173 U3KPU8 U3KQ70 U3KQM0
3211,3.974437,-5.4946146,46651_1011_G1_1,-1 1 25,"Unknow,N. membrane,Cytosol",RALBP1,ENSG00000017797,A-431,Q15311 A0A1W2PRI7 E7ENF8 J3QLT3
3212,2.1588194,-0.56777936,46651_1011_G1_2,-1 1 25,"Unknow,N. membrane,Cytosol",RALBP1,ENSG00000017797,A-431,Q15311 A0A1W2PRI7 E7ENF8 J3QLT3
3225,-0.08542859,4.6816525,46563_1500_A12_3,-1 5 21,"Unknow,N. bodies,PM",LPAR4,ENSG00000147145,RH-30,Q99677 V9GY74
3231,-0.022914162,4.734141,46563_1500_A12_5,-1 5 21,"Unknow,N. bodies,PM",LPAR4,ENSG00000147145,RH-30,Q99677 V9GY74
3390,-1.6504443,6.828946,58276_1452_E4_1,0 13 25,"Nucleoplasm,F. a. sites,Cytosol",KLF11,ENSG00000172059,U-2 OS,O14901 B5MCC4 C9JM94 E7EX78
3391,-1.654524,6.9100595,58276_1452_E4_3,0 13 25,"Nucleoplasm,F. a. sites,Cytosol",KLF11,ENSG00000172059,U-2 OS,O14901 B5MCC4 C9JM94 E7EX78
3480,4.0731564,1.5580987,57913_980_C11_3,5 11 25,"N. bodies,Int. fil.,Cytosol",PKN2,ENSG00000065243,U-2 OS,Q16513 B1AL79 H0Y429 H0Y5V5
3482,4.144558,4.0185657,57913_980_C11_4,5 11 25,"N. bodies,Int. fil.,Cytosol",PKN2,ENSG00000065243,U-2 OS,Q16513 B1AL79 H0Y429 H0Y5V5
3865,0.23816814,6.1066422,9656_69_A8_1,0 12 25,"Nucleoplasm,Actin fil.,Cytosol",ZNF174,ENSG00000103343,A-431,Q15697 I3L2H2
3866,0.21428144,6.105552,9656_69_A8_2,0 12 25,"Nucleoplasm,Actin fil.,Cytosol",ZNF174,ENSG00000103343,A-431,Q15697 I3L2H2
3868,-1.2514983,1.6429948,9656_91_A8_1,0 12 25,"Nucleoplasm,Actin fil.,Cytosol",ZNF174,ENSG00000103343,U-2 OS,Q15697 I3L2H2
3869,-1.2775654,1.6444889,9656_91_A8_2,0 12 25,"Nucleoplasm,Actin fil.,Cytosol",ZNF174,ENSG00000103343,U-2 OS,Q15697 I3L2H2
4176,5.499649,-1.4497681,38147_1364_E10_2,0 21 23,"Nucleoplasm,PM,Mitochondria",MRPL44,ENSG00000135900,SK-MEL-30,Q9H9J2
4185,4.7892246,-0.9501372,38147_443_F11_2,0 21 23,"Nucleoplasm,PM,Mitochondria",MRPL44,ENSG00000135900,U-2 OS,Q9H9J2
4198,4.8616734,-0.98271763,38147_443_F11_1,0 21 23,"Nucleoplasm,PM,Mitochondria",MRPL44,ENSG00000135900,U-2 OS,Q9H9J2
4200,-0.35975727,4.5695615,38147_437_F11_3,0 21 23,"Nucleoplasm,PM,Mitochondria",MRPL44,ENSG00000135900,A-431,Q9H9J2
4230,5.1022778,-0.6404332,38147_437_F11_2,0 21 23,"Nucleoplasm,PM,Mitochondria",MRPL44,ENSG00000135900,A-431,Q9H9J2
4231,5.5611935,-1.260046,38147_1364_E10_1,0 21 23,"Nucleoplasm,PM,Mitochondria",MRPL44,ENSG00000135900,SK-MEL-30,Q9H9J2
4323,-0.63091564,3.5388381,36071_382_E12_2,0 21 25,"Nucleoplasm,PM,Cytosol",PTK6,ENSG00000101213,U-2 OS,Q13882
4324,-1.4791709,6.5774803,36071_382_E12_3,0 21 25,"Nucleoplasm,PM,Cytosol",PTK6,ENSG00000101213,U-2 OS,Q13882
4793,-0.67692465,3.9129345,57913_976_C11_2,0 5 21,"Nucleoplasm,N. bodies,PM",PKN2,ENSG00000065243,U-251 MG,Q16513 B1AL79 H0Y429 H0Y5V5
4794,-0.7398127,3.9269092,57913_976_C11_3,0 5 21,"Nucleoplasm,N. bodies,PM",PKN2,ENSG00000065243,U-251 MG,Q16513 B1AL79 H0Y429 H0Y5V5
4797,-1.2742465,0.61486906,42470_736_F2_1,0 5 25,"Nucleoplasm,N. bodies,Cytosol",HGH1,ENSG00000235173,U-2 OS,Q9BTY7 E9PIX0
4798,-0.74749523,0.59935415,42470_805_F2_2,0 5 25,"Nucleoplasm,N. bodies,Cytosol",HGH1,ENSG00000235173,HEK 293,Q9BTY7 E9PIX0
4800,-3.7754016,-3.6394644,42470_979_E9_3,0 5 25,"Nucleoplasm,N. bodies,Cytosol",HGH1,ENSG00000235173,PC-3,Q9BTY7 E9PIX0
4813,-3.7814646,-3.509556,42470_736_F2_2,0 5 25,"Nucleoplasm,N. bodies,Cytosol",HGH1,ENSG00000235173,U-2 OS,Q9BTY7 E9PIX0
4814,-0.75611156,0.51444954,42470_805_F2_1,0 5 25,"Nucleoplasm,N. bodies,Cytosol",HGH1,ENSG00000235173,HEK 293,Q9BTY7 E9PIX0
4820,-3.6545417,-3.2537491,2954_18_H3_1,0 5 25,"Nucleoplasm,N. bodies,Cytosol",GMFG,ENSG00000130755,U-251 MG,O60234 M0QX47 M0QXC2 M0QXZ6 M0QYG8 M0QYJ8 M0R0C1 M0R1D2 M0R2P2
4821,-3.8752174,-3.5461397,2954_18_H3_2,0 5 25,"Nucleoplasm,N. bodies,Cytosol",GMFG,ENSG00000130755,U-251 MG,O60234 M0QX47 M0QXC2 M0QXZ6 M0QYG8 M0QYJ8 M0R0C1 M0R1D2 M0R2P2
4859,-3.727536,-3.633203,29568_275_F8_2,1 5 25,"N. membrane,N. bodies,Cytosol",RANBP17,ENSG00000204764,U-2 OS,Q9H2T7 E5RHX1 H0YAS2 H0YBM6 H0YBY7 Q8IVM9
4863,-3.634576,-3.5841477,29568_275_F8_1,1 5 25,"N. membrane,N. bodies,Cytosol",RANBP17,ENSG00000204764,U-2 OS,Q9H2T7 E5RHX1 H0YAS2 H0YBM6 H0YBY7 Q8IVM9
4879,0.78963417,-4.53993,50594_752_C8_2,0 2 25,"Nucleoplasm,Nucleoli,Cytosol",MTBP,ENSG00000172167,U-251 MG,Q96DY7 H0YB28
4898,-3.7313282,-3.391007,36862_430_A6_2,0 5 25,"Nucleoplasm,N. bodies,Cytosol",DALRD3,ENSG00000178149,U-251 MG,Q5D0E6 A0A096LNZ3 C9JA38 C9JJG6 H7C0T8
4909,-3.83406,-4.082743,26620_290_F4_2,0 5 25,"Nucleoplasm,N. bodies,Cytosol",ANKMY1,ENSG00000144504,A-431,Q9P2S6 B5MBY4 C9J5V7 C9JGS7 C9JZ56 H7BYI0 H7BYZ8 H7C254 J3KPY5 J3KQ07 J3KQ21 Q5CZB7 Q6GPI0
4918,-3.7880142,-4.0064135,26620_249_F4_3,0 5 25,"Nucleoplasm,N. bodies,Cytosol",ANKMY1,ENSG00000144504,U-251 MG,Q9P2S6 B5MBY4 C9J5V7 C9JGS7 C9JZ56 H7BYI0 H7BYZ8 H7C254 J3KPY5 J3KQ07 J3KQ21 Q5CZB7 Q6GPI0
4919,-4.0483465,-4.030222,26620_249_F4_4,0 5 25,"Nucleoplasm,N. bodies,Cytosol",ANKMY1,ENSG00000144504,U-251 MG,Q9P2S6 B5MBY4 C9J5V7 C9JGS7 C9JZ56 H7BYI0 H7BYZ8 H7C254 J3KPY5 J3KQ07 J3KQ21 Q5CZB7 Q6GPI0
4920,-3.8035507,-4.2094355,26620_290_F4_1,0 5 25,"Nucleoplasm,N. bodies,Cytosol",ANKMY1,ENSG00000144504,A-431,Q9P2S6 B5MBY4 C9J5V7 C9JGS7 C9JZ56 H7BYI0 H7BYZ8 H7C254 J3KPY5 J3KQ07 J3KQ21 Q5CZB7 Q6GPI0
4923,-3.7489665,-3.3264751,36862_430_A6_1,0 5 25,"Nucleoplasm,N. bodies,Cytosol",DALRD3,ENSG00000178149,U-251 MG,Q5D0E6 A0A096LNZ3 C9JA38 C9JJG6 H7C0T8
